software_category,product_id,name,url,rating,reviews_count,description
Application Development,outsystems,OutSystems,https://www.capterra.com/p/103451/OutSystems,4.6,372,"OutSystems is a high-performance low-code platform that achieves serious productivity, creating serious apps with continuous innovation Learn more about OutSystems"
Application Development,datadog,Datadog,https://www.capterra.com/p/135453/Datadog-Cloud-Monitoring,4.6,358,"Gain full visibility into your applications and infrastructure with Datadog’s real-time monitoring, security, and analytics. Learn more about Datadog"
Application Development,servicenow,ServiceNow,https://www.capterra.com/p/254088/ServiceNow,4.5,345,CMDB solution that offers infrastructure visibility helping teams make informed decisions via an accurate record system. Learn more about ServiceNow
Application Development,bubble,Bubble,https://www.capterra.com/p/171359/Bubble,4.6,333,"Bubble is a full-stack platform for building, designing, launching, and hosting web applications – all without needing to write code. Learn more about Bubble"
Application Development,truecontext,TrueContext,https://www.capterra.com/p/131789/ProntoForms-Mobile-Forms,4.6,330,No-code app development is at your fingertips. Solve problems in the field with custom mobile apps that build and deploy fast. Learn more about TrueContext
Application Development,domo,Domo,https://www.capterra.com/p/119119/Domo,4.3,330,The Domo App Framework provides the foundation to build data apps - without technical overhead. Learn more about Domo
Application Development,quickbase,Quickbase,https://www.capterra.com/p/157262/QuickBase,4.4,327,"Develop custom applications, with no coding knowledge required, to get the right information to the right people at the right time. Learn more about Quickbase"
Application Development,heroku,Heroku,https://www.capterra.com/p/158191/Heroku,4.6,304,"Cloud-based PaaS for businesses that helps develop, manage & deploy web and mobile-based applications to enhance customer engagement. Learn more about Heroku"
Application Development,nintex_process_platform,Nintex Process Platform,https://www.capterra.com/p/141379/Nintex,4.4,290,"Nintex makes it fast and easy to manage, automate, and optimize your business processes. Learn more about Nintex Process Platform"
Application Development,open_devops,Open DevOps,https://www.capterra.com/p/267175/Open-DevOps,4.5,273,"Atlassian Open DevOps is mission control, providing the flexibility of a custom toolchain with the coordination of an all-in-one. Learn more about Open DevOps"
Application Development,rollbar,Rollbar,https://www.capterra.com/p/158230/Rollbar,4.5,263,Leading real-time error monitoring SaaS for modern software teams looking to increase application quality and development velocity. Learn more about Rollbar
Application Development,caspio,Caspio,https://www.capterra.com/p/137206/Caspio,4.6,249,"Build powerful business apps without coding. Caspio offers a low-code platform with a database, logic, and deployment, all in one. Learn more about Caspio"
Application Development,apache_netbeans,Apache NetBeans,https://www.capterra.com/p/178681/Apache-NetBeans,4.3,231,"Application development tool that provides project management, multiple languages, code editing, interface development, and more. Learn more about Apache NetBeans"
Application Development,claris_filemaker,Claris FileMaker,https://www.capterra.com/p/162784/FileMaker,4.3,206,"Create apps to manage orders, automate invoicing, improve asset management, & more. Save time & money with Claris FileMaker. Learn more about Claris FileMaker"
Application Development,eclipse_ide,Eclipse IDE,https://www.capterra.com/p/205298/Eclipse-IDE,4.3,202,"Eclipse IDE is a free, open-source Java development environment with plugins contributed by a large community. Learn more about Eclipse IDE"
Application Development,swiftify,Swiftify,https://www.capterra.com/p/187779/Swiftify,4.4,199,"Swiftify is the world's #1 Objective-C to Swift Converter, aimed at saving the precious time of iOS and macOS developers. Learn more about Swiftify"
Application Development,new_relic,New Relic,https://www.capterra.com/p/118128/New-Relic,4.5,195,New Relic provides developers within enterprise businesses with full-stack insights and tools to optimize the application development. Learn more about New Relic
Application Development,ninox,Ninox,https://www.capterra.com/p/163351/Ninox,4.7,193,Ninox is a low-code platform that allows users to build customized business apps and databases without coding. Learn more about Ninox
Application Development,testrail,TestRail,https://www.capterra.com/p/128204/TestRail,4.3,177,Optimize your software testing process with TestRail test case management which integrates with Jira and other application development Learn more about TestRail
Application Development,buddy,Buddy,https://www.capterra.com/p/157673/Buddy,4.8,176,"The simplest CI/CD tool ever made, recommended by top developers worldwide. Learn more about Buddy"
Application Development,wolfram_mathematica,Wolfram Mathematica,https://www.capterra.com/p/171048/Wolfram-Mathematica,4.6,169,"Technical computing system that provides tools for image processing, geometry, visualization, machine learning, data mining, and more. Learn more about Wolfram Mathematica"
Application Development,zoho_creator,Zoho Creator,https://www.capterra.com/p/211755/Zoho-Creator,4.3,169,"Zoho Creator is an AI-powered, low-code app development software that helps you build custom, mobile-ready business apps 10X faster. Learn more about Zoho Creator"
Application Development,appenate,Appenate,https://www.capterra.com/p/151223/Appenate,4.7,167,"Code-Free Mobile App Development For Even The Most Complex Workplace. Mobile & Desktop. Free trial, training & support for life!🏆 Learn more about Appenate"
Application Development,digitalocean,DigitalOcean,https://www.capterra.com/p/205055/DigitalOcean,4.6,159,"Use a simple, intuitive, and visually rich experience to rapidly build, deploy, manage, and scale apps. Learn more about DigitalOcean"
Application Development,bird,Bird,https://www.capterra.com/p/160795/Bird,4.4,157,Making business communications feel as natural as communicating with friends. Learn more about Bird
Application Development,kintone,kintone,https://www.capterra.com/p/143607/kintone,4.7,153,"Kintone is a customizable workplace platform that lets you manage your team’s data, tasks, and communication in one central place. Learn more about kintone"
Application Development,genexus,GeneXus,https://www.capterra.com/p/158074/GeneXus,4.5,153,"GeneXus is the best low-code platform development environment for Web, Android and iOS. Easy to learn and easy to use. Learn more about GeneXus"
Application Development,phprunner,PHPRunner,https://www.capterra.com/p/54031/PHPRunner,4.7,149,"PHPRunner is rapid application development that creates web applications that connect to MySQL, SQL Server, and Oracle databases. Learn more about PHPRunner"
Application Development,plesk,Plesk,https://www.capterra.com/p/154482/Plesk,4.7,148,"This leading WebOps and hosting platform, helps you run, grow and automate your apps, sites & business. Try for free to find out how. Learn more about Plesk"
Application Development,tenfold,TenFold,https://www.capterra.com/p/144586/Tenfold,4.7,143,CTI for Sales & Contact Center - Improve Customer Experience & Productivity Learn more about TenFold
Application Development,bizagi,Bizagi,https://www.capterra.com/p/127621/BPM-Suite,4.4,142,"Modern Apps Powered by Process Modernize operations with process automation, low-code apps and AI Learn more about Bizagi"
Application Development,buildfire,Buildfire,https://www.capterra.com/p/147790/BuildFire,4.4,129,"Buildfire is a native app building platform that enables users to build, publish, and manage professional iOS and Android applications. Learn more about Buildfire"
Application Development,codemagic,Codemagic,https://www.capterra.com/p/152573/Nevercode,4.7,124,"Continuous Integration & Delivery for Android, iOS, Ionic, Unity, React Native, and Flutter projects. Learn more about Codemagic"
Application Development,android_studio,Android Studio,https://www.capterra.com/p/246781/Android-Studio,4.6,118,"A software suite to create apps for Android devices, including a visual layout editor, an intelligent code editor, and more tools. Learn more about Android Studio"
Application Development,axure,Axure,https://www.capterra.com/p/18297/Axure-RP,4.4,110,"Axure is the most powerful way to plan, prototype and hand off to developers, all without code. Learn more about Axure"
Application Development,mobiloud,MobiLoud,https://www.capterra.com/p/181364/MobiLoud,4.7,109,Convert your website into native mobile apps for iOS and Android with MobiLoud's software and team. Learn more about MobiLoud
Application Development,assembla,Assembla,https://www.capterra.com/p/112631/Assembla,4.2,103,"Secure version control and project collaboration platform, delivering cloud hosting for Subversion, Perforce, and Git repositories. Learn more about Assembla"
Application Development,plaid,Plaid,https://www.capterra.com/p/174384/Plaid,4.4,100,Plaid is a financial technology platform that enables businesses to build fintech solutions with secure access to financial data. Learn more about Plaid
Application Development,knack,Knack,https://www.capterra.com/p/151003/Knack,4.5,99,"Build custom no-code apps to manage data, automate workflows, and power operations. Includes Knack Health for HIPAA-compliant needs. Learn more about Knack"
Application Development,luciq,Luciq,https://www.capterra.com/p/166279/Instabug,4.6,95,Instabug's AI-powered mobile observability platform drives app growth by optimizing performance and enhancing user experience Learn more about Luciq
Application Development,app_builder,App Builder,https://www.capterra.com/p/171094/Indigo-Studio,4.2,94,"App Builder is the cloud-based, WYSIWYG, low-code tool to accelerate modern app development Learn more about App Builder"
Application Development,polypane,Polypane,https://www.capterra.com/p/233190/Polypane,4.8,93,"Polypane is a stand-alone browser with built-in tools for responsive design, accessibility, performance, meta info. Learn more about Polypane"
Application Development,circleci,CircleCI,https://www.capterra.com/p/150380/CircleCI,4.6,93,"Engineering teams of all sizes use CircleCI to easily build, test, and deploy production-ready code. Learn more about CircleCI"
Application Development,netlify,Netlify,https://www.capterra.com/p/154989/Netlify,4.6,88,Netlify is a website deployment and enterprise web platform that provides content orchestration and developer workflow. Learn more about Netlify
Application Development,kissflow,Kissflow,https://www.capterra.com/p/149470/KiSSFLOW,4.2,87,"Kissflow is an easy-to-use, low-code platform for custom application development tailored to business operations. Learn more about Kissflow"
Application Development,flutterflow,FlutterFlow,https://www.capterra.com/p/249489/FlutterFlow,4.4,84,Low-code app builder with a drag-and-drop interface to build native mobile apps Learn more about FlutterFlow
Application Development,dynatrace,Dynatrace,https://www.capterra.com/p/81932/Dynatrace,4.6,83,Dynatrace provides software intelligence to simplify cloud complexity and accelerate digital transformation. Learn more about Dynatrace
Application Development,pace_suite,PACE Suite,https://www.capterra.com/p/158224/PACE-Suite,4.6,79,"App packaging tool for optimizing the app packaging process from creating to deploying packages, minimizing software delivery time. Learn more about PACE Suite"
Application Development,sap_hana_cloud,SAP HANA Cloud,https://www.capterra.com/p/227383/SAP-HANA-Cloud,4.5,79,SAP HANA Cloud is a multi-model database system enabling users to build and deploy intelligent data applications at scale. Learn more about SAP HANA Cloud
Application Development,oracle_jdeveloper,Oracle JDeveloper,https://www.capterra.com/p/9134/JDeveloper,4.3,78,"Java-based tool that provides users with application development through code templates, modification history & source code navigation. Learn more about Oracle JDeveloper"
Application Development,dhtmlx,DHTMLX,https://www.capterra.com/p/70425/DHTMLX-Suite,4.6,77,DHTMLX is a suite of JavaScript UI components for building enterprise-grade web apps with high-performance project management. Learn more about DHTMLX
Application Development,retrace_by_netreo,Retrace by Netreo,https://www.capterra.com/p/143468/Stackify-Retrace,4.3,76,All the tools your developers need to improve your applications in one place. Profiling + Metrics + Errors + Logs + Monitoring Learn more about Retrace by Netreo
Application Development,appian,Appian,https://www.capterra.com/p/149795/Appian,4.2,75,A comprehensive and integrated low-code platform that enables digital transformation. Learn more about Appian
Application Development,retable,Retable,https://www.capterra.com/p/249010/Retable,4.6,74,"Retable is a collaborative online spreadsheet tool that helps businesses manage, track, connect, monitor and automate data efficiently. Learn more about Retable"
Application Development,snappii,Snappii,https://www.capterra.com/p/141324/Snappii-Mobile-Apps,4.6,74,"Snappii is a leading Mobile Apps and form apps company. About 500,000 people use Snappii Business Apps in 30+ Industries. Learn more about Snappii"
Application Development,myget,MyGet,https://www.capterra.com/p/201837/MyGet,4.3,71,"Accelerate your software team with cloud package management, advanced security controls and a single integration point for your DevOps. Learn more about MyGet"
Application Development,code_capsules,Code Capsules,https://www.capterra.com/p/10011411/Code-Capsules,4.8,69,"Code Capsule is a single platform that lets you build, deploy and scale your MEAN dev stack. Connect to GitHub and go. Learn more about Code Capsules"
Application Development,temenos,Temenos,https://www.capterra.com/p/111334/TEMENOS-T24,4.4,69,"Cloud-based banking management tool that helps with transaction processing, operational scalability, product designing, and more. Learn more about Temenos"
Application Development,sonarqube,SonarQube,https://www.capterra.com/p/210481/SonarQube,4.5,66,SonarQube is indispensable for helping developers and development teams deliver clean code. Every time. Learn more about SonarQube
Application Development,softr,Softr,https://www.capterra.com/p/232331/Softr,4.7,63,"Softr is a no-code AI platform for building business software — apps, databases, workflows, and forms. Learn more about Softr"
Application Development,wing_python_ide,Wing Python IDE,https://www.capterra.com/p/182470/Wing-Python-IDE,4.6,63,"A light-weight but full-featured Python IDE designed specifically for Python, with powerful editing, testing, and debugging features. Learn more about Wing Python IDE"
Application Development,abp,ABP,https://www.capterra.com/p/209601/ABP-Commercial,4.6,61,A complete web development platform for ASP.NET Core based applications built-on ABP Framework Learn more about ABP
Application Development,octopus_deploy,Octopus Deploy,https://www.capterra.com/p/204945/Octopus,4.8,60,Octopus automates complex deployments and seamlessly integrates with your DevOps tools. Learn more about Octopus Deploy
Application Development,sap_netweaver,SAP NetWeaver,https://www.capterra.com/p/65750/SAP-NetWeaver,4.5,54,"Application server and integration platform that helps businesses with developing, provisioning and managing enterprise applications. Learn more about SAP NetWeaver"
Application Development,ironworker,IronWorker,https://www.capterra.com/p/182067/Iron-Worker,4.3,54,"The best background job solution that lets you run your containers with dynamic scale and detailed analytics, along with much more. Learn more about IronWorker"
Application Development,asp_net_zero,ASP.NET Zero,https://www.capterra.com/p/198570/ASP-NET-Zero,4.7,49,"Base solution for new web applications with a modern UI and solid architecture. Don't start from scratch, start from ZERO! Learn more about ASP.NET Zero"
Application Development,webix,Webix,https://www.capterra.com/p/180989/Webix,4.7,49,"An enterprise JavaScript Library for cross-platform app development with HTML5 JavaScript widgets, UI controls and material skins. Learn more about Webix"
Application Development,trackvia,TrackVia,https://www.capterra.com/p/134095/TrackVia,4.6,49,TrackVia's low-code platform helps enterprises empower their employees to configure and self manage departmental or functional apps. Learn more about TrackVia
Application Development,mobiscroll,Mobiscroll,https://www.capterra.com/p/158238/Mobiscroll,4.6,49,"Scheduling, calendaring and gantt library for mobile & desktop web. Use it with plain JS, jQuery, Angular, React and Vue. Learn more about Mobiscroll"
Application Development,velneo,Velneo,https://www.capterra.com/p/10004624/Velneo,4.6,49,The Low-Code platform for creating business management applications in Spanish. Build any business management application. Learn more about Velneo
Application Development,autocene,Autocene,https://www.capterra.com/p/152294/Autocene,4.9,48,Autocene is the leading no-code automation platform for rapidly building powerful applications and hybrid integrations. Learn more about Autocene
Application Development,webstorm,WebStorm,https://www.capterra.com/p/231557/WebStorm,4.8,47,"The JavaScript and TypeScript IDE, by JetBrains Learn more about WebStorm"
Application Development,function12,FUNCTION12,https://www.capterra.com/p/268085/FUNCTION12,4.6,47,FUNCTION12 is a design-to-code automation solution that converts Figma designs into front-end view code. Learn more about FUNCTION12
Application Development,wavemaker,WaveMaker,https://www.capterra.com/p/145219/WaveMaker-Platform,4.6,47,"WaveMaker is a scalable, secure, open-standards-based low-code platform that helps adopt, embed, and power core enterprise platforms. Learn more about WaveMaker"
Application Development,ansible_tower,Ansible Tower,https://www.capterra.com/p/149875/Ansible-Tower,4.5,47,"Automation platform that helps businesses deploy applications, control IT infrastructure, and collaborate with various network devices. Learn more about Ansible Tower"
Application Development,vercel,Vercel,https://www.capterra.com/p/203626/Vercel,4.4,47,"Vercel’s Frontend Cloud provides the developer experience and infrastructure to build, scale, and secure a faster, personalized web. Learn more about Vercel"
Application Development,code_blocks,Code::Blocks,https://www.capterra.com/p/210151/Code-Blocks,4.3,47,"IDE tool that supports interactive debugging, multi-target projects, tabbed interface, code completion, parallel builds and more. Learn more about Code::Blocks"
